country_name,date,parameter,product,value,unit
Mexico,12/1/2021,Net Electricity Production,Electricity,24895.9919,GWh
Mexico,12/1/2021,Net Electricity Production,Nuclear,945.4094,GWh
Mexico,12/1/2021,Net Electricity Production,Total Combustible Fuels,19344.5552,GWh
Mexico,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",1483.5583,GWh
Mexico,12/1/2021,Net Electricity Production,Oil and Petroleum Products,3569.5725,GWh
Mexico,12/1/2021,Net Electricity Production,Natural Gas,13931.047,GWh
Mexico,12/1/2021,Net Electricity Production,Combustible Renewables,347.7467,GWh
Mexico,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,12.6308,GWh
Mexico,12/1/2021,Net Electricity Production,Hydro,1647.9007,GWh
Mexico,12/1/2021,Net Electricity Production,Wind,1734.6411,GWh
Mexico,12/1/2021,Net Electricity Production,Solar,790.3446,GWh
Mexico,12/1/2021,Net Electricity Production,Geothermal,433.1409,GWh
Mexico,12/1/2021,Net Electricity Production,Other Renewables,0,GWh
Mexico,12/1/2021,Net Electricity Production,Not Specified,0,GWh
Mexico,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4953.774,GWh
Mexico,12/1/2021,Total Imports,Electricity,701.4393,GWh
Mexico,12/1/2021,Total Exports,Electricity,573.8971,GWh
Mexico,12/1/2021,Used for pumped storage,Electricity,0,GWh
Mexico,12/1/2021,Distribution Losses,Electricity,2919.3103,GWh
Mexico,12/1/2021,Final Consumption (Calculated),Electricity,22104.2238,GWh
Netherlands,12/1/2021,Net Electricity Production,Electricity,11014.9871,GWh
Netherlands,12/1/2021,Net Electricity Production,Nuclear,358.345,GWh
Netherlands,12/1/2021,Net Electricity Production,Total Combustible Fuels,8313.2596,GWh
Netherlands,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",2232.8863,GWh
Netherlands,12/1/2021,Net Electricity Production,Oil and Petroleum Products,96.2514,GWh
Netherlands,12/1/2021,Net Electricity Production,Natural Gas,4922.6268,GWh
Netherlands,12/1/2021,Net Electricity Production,Combustible Renewables,886.994,GWh
Netherlands,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,174.5012,GWh
Netherlands,12/1/2021,Net Electricity Production,Hydro,5.3336,GWh
Netherlands,12/1/2021,Net Electricity Production,Wind,2115.1994,GWh
Netherlands,12/1/2021,Net Electricity Production,Solar,180.2579,GWh
Netherlands,12/1/2021,Net Electricity Production,Geothermal,0,GWh
Netherlands,12/1/2021,Net Electricity Production,Other Renewables,0,GWh
Netherlands,12/1/2021,Net Electricity Production,Not Specified,42.5916,GWh
Netherlands,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3187.7848,GWh
Netherlands,12/1/2021,Total Imports,Electricity,1764.4617,GWh
Netherlands,12/1/2021,Total Exports,Electricity,2289.216,GWh
Netherlands,12/1/2021,Used for pumped storage,Electricity,0,GWh
Netherlands,12/1/2021,Distribution Losses,Electricity,441.5954,GWh
Netherlands,12/1/2021,Final Consumption (Calculated),Electricity,10048.6374,GWh
New Zealand,12/1/2021,Net Electricity Production,Electricity,3383.773,GWh
New Zealand,12/1/2021,Net Electricity Production,Nuclear,0,GWh
New Zealand,12/1/2021,Net Electricity Production,Total Combustible Fuels,316.5379,GWh
New Zealand,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",21.7373,GWh
New Zealand,12/1/2021,Net Electricity Production,Oil and Petroleum Products,0.2093,GWh
New Zealand,12/1/2021,Net Electricity Production,Natural Gas,232.2832,GWh
New Zealand,12/1/2021,Net Electricity Production,Combustible Renewables,62.308,GWh
New Zealand,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,0,GWh
New Zealand,12/1/2021,Net Electricity Production,Hydro,2136.5618,GWh
New Zealand,12/1/2021,Net Electricity Production,Wind,262.4022,GWh
New Zealand,12/1/2021,Net Electricity Production,Solar,26.2506,GWh
New Zealand,12/1/2021,Net Electricity Production,Geothermal,638.4272,GWh
New Zealand,12/1/2021,Net Electricity Production,Other Renewables,0,GWh
New Zealand,12/1/2021,Net Electricity Production,Not Specified,3.5933,GWh
New Zealand,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3125.9498,GWh
New Zealand,12/1/2021,Total Imports,Electricity,0,GWh
New Zealand,12/1/2021,Total Exports,Electricity,0,GWh
New Zealand,12/1/2021,Used for pumped storage,Electricity,0,GWh
New Zealand,12/1/2021,Distribution Losses,Electricity,213.8805,GWh
New Zealand,12/1/2021,Final Consumption (Calculated),Electricity,3169.8925,GWh
Norway,12/1/2021,Net Electricity Production,Electricity,16038.9364,GWh
Norway,12/1/2021,Net Electricity Production,Nuclear,0,GWh
Norway,12/1/2021,Net Electricity Production,Total Combustible Fuels,109.2449,GWh
Norway,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",16.6435,GWh
Norway,12/1/2021,Net Electricity Production,Oil and Petroleum Products,34.6492,GWh
Norway,12/1/2021,Net Electricity Production,Natural Gas,0,GWh
Norway,12/1/2021,Net Electricity Production,Combustible Renewables,16.586,GWh
Norway,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,41.3663,GWh
Norway,12/1/2021,Net Electricity Production,Hydro,14473.308,GWh
Norway,12/1/2021,Net Electricity Production,Wind,1423.8768,GWh
Norway,12/1/2021,Net Electricity Production,Solar,0.5911,GWh
Norway,12/1/2021,Net Electricity Production,Geothermal,0,GWh
Norway,12/1/2021,Net Electricity Production,Other Renewables,0,GWh
Norway,12/1/2021,Net Electricity Production,Not Specified,31.9157,GWh
Norway,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",15914.3618,GWh
Norway,12/1/2021,Total Imports,Electricity,896.342,GWh
Norway,12/1/2021,Total Exports,Electricity,2574.1772,GWh
Norway,12/1/2021,Used for pumped storage,Electricity,11.346,GWh
Norway,12/1/2021,Distribution Losses,Electricity,983.802,GWh
Norway,12/1/2021,Final Consumption (Calculated),Electricity,13365.9532,GWh
Poland,12/1/2021,Net Electricity Production,Electricity,15812.1618,GWh
Poland,12/1/2021,Net Electricity Production,Nuclear,0,GWh
Poland,12/1/2021,Net Electricity Production,Total Combustible Fuels,13694.0368,GWh
Poland,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",11738.8964,GWh
Poland,12/1/2021,Net Electricity Production,Oil and Petroleum Products,0,GWh
Poland,12/1/2021,Net Electricity Production,Natural Gas,1268.1898,GWh
Poland,12/1/2021,Net Electricity Production,Combustible Renewables,645.238,GWh
Poland,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,41.7126,GWh
Poland,12/1/2021,Net Electricity Production,Hydro,206.7832,GWh
Poland,12/1/2021,Net Electricity Production,Wind,1845.2989,GWh
Poland,12/1/2021,Net Electricity Production,Solar,59.848,GWh
Poland,12/1/2021,Net Electricity Production,Geothermal,0,GWh
Poland,12/1/2021,Net Electricity Production,Other Renewables,0,GWh
Poland,12/1/2021,Net Electricity Production,Not Specified,6.1948,GWh
Poland,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2757.1681,GWh
Poland,12/1/2021,Total Imports,Electricity,1183.988,GWh
Poland,12/1/2021,Total Exports,Electricity,1611.793,GWh
Poland,12/1/2021,Used for pumped storage,Electricity,108.939,GWh
Poland,12/1/2021,Distribution Losses,Electricity,1611.9216,GWh
Poland,12/1/2021,Final Consumption (Calculated),Electricity,13663.4962,GWh
Portugal,12/1/2021,Net Electricity Production,Electricity,4674.1906,GWh
Portugal,12/1/2021,Net Electricity Production,Nuclear,0,GWh
Portugal,12/1/2021,Net Electricity Production,Total Combustible Fuels,1734.8712,GWh
Portugal,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",0,GWh
Portugal,12/1/2021,Net Electricity Production,Oil and Petroleum Products,116.7998,GWh
Portugal,12/1/2021,Net Electricity Production,Natural Gas,1273.6154,GWh
Portugal,12/1/2021,Net Electricity Production,Combustible Renewables,320.3578,GWh
Portugal,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,24.0983,GWh
Portugal,12/1/2021,Net Electricity Production,Hydro,947.5847,GWh
Portugal,12/1/2021,Net Electricity Production,Wind,1860.2363,GWh
Portugal,12/1/2021,Net Electricity Production,Solar,125.8716,GWh
Portugal,12/1/2021,Net Electricity Production,Geothermal,5.6267,GWh
Portugal,12/1/2021,Net Electricity Production,Other Renewables,0,GWh
Portugal,12/1/2021,Net Electricity Production,Not Specified,0,GWh
Portugal,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3259.6771,GWh
Portugal,12/1/2021,Total Imports,Electricity,814.8227,GWh
Portugal,12/1/2021,Total Exports,Electricity,443.0342,GWh
Portugal,12/1/2021,Used for pumped storage,Electricity,216.2146,GWh
Portugal,12/1/2021,Distribution Losses,Electricity,427.1568,GWh
Portugal,12/1/2021,Final Consumption (Calculated),Electricity,4402.6076,GWh
Slovak Republic,12/1/2021,Net Electricity Production,Electricity,2414.2612,GWh
Slovak Republic,12/1/2021,Net Electricity Production,Nuclear,1370.3665,GWh
Slovak Republic,12/1/2021,Net Electricity Production,Total Combustible Fuels,768.1768,GWh
Slovak Republic,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",244.2416,GWh
Slovak Republic,12/1/2021,Net Electricity Production,Oil and Petroleum Products,43.6573,GWh
Slovak Republic,12/1/2021,Net Electricity Production,Natural Gas,342.4575,GWh
Slovak Republic,12/1/2021,Net Electricity Production,Combustible Renewables,119.7352,GWh
Slovak Republic,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,18.0853,GWh
Slovak Republic,12/1/2021,Net Electricity Production,Hydro,255.294,GWh
Slovak Republic,12/1/2021,Net Electricity Production,Wind,0,GWh
Slovak Republic,12/1/2021,Net Electricity Production,Solar,15.1353,GWh
Slovak Republic,12/1/2021,Net Electricity Production,Geothermal,0,GWh
Slovak Republic,12/1/2021,Net Electricity Production,Other Renewables,0,GWh
Slovak Republic,12/1/2021,Net Electricity Production,Not Specified,5.2885,GWh
Slovak Republic,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",390.1645,GWh
Slovak Republic,12/1/2021,Total Imports,Electricity,1509.2174,GWh
Slovak Republic,12/1/2021,Total Exports,Electricity,1345.5395,GWh
Slovak Republic,12/1/2021,Used for pumped storage,Electricity,59.4721,GWh
Slovak Republic,12/1/2021,Distribution Losses,Electricity,125.0443,GWh
Slovak Republic,12/1/2021,Final Consumption (Calculated),Electricity,2393.4227,GWh
Slovenia,12/1/2021,Net Electricity Production,Electricity,1280.5871,GWh
Slovenia,12/1/2021,Net Electricity Production,Nuclear,515.4267,GWh
Slovenia,12/1/2021,Net Electricity Production,Total Combustible Fuels,437.1481,GWh
Slovenia,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",341.9627,GWh
Slovenia,12/1/2021,Net Electricity Production,Oil and Petroleum Products,25.7206,GWh
Slovenia,12/1/2021,Net Electricity Production,Natural Gas,44.8996,GWh
Slovenia,12/1/2021,Net Electricity Production,Combustible Renewables,23.4952,GWh
Slovenia,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,1.0699,GWh
Slovenia,12/1/2021,Net Electricity Production,Hydro,298.5817,GWh
Slovenia,12/1/2021,Net Electricity Production,Wind,0.5601,GWh
Slovenia,12/1/2021,Net Electricity Production,Solar,28.8706,GWh
Slovenia,12/1/2021,Net Electricity Production,Geothermal,0,GWh
Slovenia,12/1/2021,Net Electricity Production,Other Renewables,0,GWh
Slovenia,12/1/2021,Net Electricity Production,Not Specified,0,GWh
Slovenia,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",351.5075,GWh
Slovenia,12/1/2021,Total Imports,Electricity,791.3662,GWh
Slovenia,12/1/2021,Total Exports,Electricity,687.6889,GWh
Slovenia,12/1/2021,Used for pumped storage,Electricity,37.6562,GWh
Slovenia,12/1/2021,Distribution Losses,Electricity,122.5768,GWh
Slovenia,12/1/2021,Final Consumption (Calculated),Electricity,1224.0315,GWh
Spain,12/1/2021,Net Electricity Production,Electricity,24141.8265,GWh
Spain,12/1/2021,Net Electricity Production,Nuclear,3922.9312,GWh
Spain,12/1/2021,Net Electricity Production,Total Combustible Fuels,9338.5317,GWh
Spain,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",835.4629,GWh
Spain,12/1/2021,Net Electricity Production,Oil and Petroleum Products,569.7204,GWh
Spain,12/1/2021,Net Electricity Production,Natural Gas,7242.3208,GWh
Spain,12/1/2021,Net Electricity Production,Combustible Renewables,617.6409,GWh
Spain,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,73.3866,GWh
Spain,12/1/2021,Net Electricity Production,Hydro,2793.4021,GWh
Spain,12/1/2021,Net Electricity Production,Wind,6912.4869,GWh
Spain,12/1/2021,Net Electricity Production,Solar,1151.558,GWh
Spain,12/1/2021,Net Electricity Production,Geothermal,0,GWh
Spain,12/1/2021,Net Electricity Production,Other Renewables,1.5,GWh
Spain,12/1/2021,Net Electricity Production,Not Specified,21.4167,GWh
Spain,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",11476.5879,GWh
Spain,12/1/2021,Total Imports,Electricity,835.5674,GWh
Spain,12/1/2021,Total Exports,Electricity,2165.4218,GWh
Spain,12/1/2021,Used for pumped storage,Electricity,544.049,GWh
Spain,12/1/2021,Distribution Losses,Electricity,2261.589,GWh
Spain,12/1/2021,Final Consumption (Calculated),Electricity,20006.334,GWh
Sweden,12/1/2021,Net Electricity Production,Electricity,17198.5124,GWh
Sweden,12/1/2021,Net Electricity Production,Nuclear,4970.9369,GWh
Sweden,12/1/2021,Net Electricity Production,Total Combustible Fuels,2007.6664,GWh
Sweden,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",115.9207,GWh
Sweden,12/1/2021,Net Electricity Production,Oil and Petroleum Products,54.1482,GWh
Sweden,12/1/2021,Net Electricity Production,Natural Gas,84.3519,GWh
Sweden,12/1/2021,Net Electricity Production,Combustible Renewables,1608.1048,GWh
Sweden,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,145.1408,GWh
Sweden,12/1/2021,Net Electricity Production,Hydro,7256.5966,GWh
Sweden,12/1/2021,Net Electricity Production,Wind,2956.1065,GWh
Sweden,12/1/2021,Net Electricity Production,Solar,7.2059,GWh
Sweden,12/1/2021,Net Electricity Production,Geothermal,0,GWh
Sweden,12/1/2021,Net Electricity Production,Other Renewables,0,GWh
Sweden,12/1/2021,Net Electricity Production,Not Specified,0,GWh
Sweden,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",11828.0138,GWh
Sweden,12/1/2021,Total Imports,Electricity,1039.1246,GWh
Sweden,12/1/2021,Total Exports,Electricity,3021.8218,GWh
Sweden,12/1/2021,Used for pumped storage,Electricity,7.5185,GWh
Sweden,12/1/2021,Distribution Losses,Electricity,1231.811,GWh
Sweden,12/1/2021,Final Consumption (Calculated),Electricity,13976.4856,GWh
Switzerland,12/1/2021,Net Electricity Production,Electricity,5098.2705,GWh
Switzerland,12/1/2021,Net Electricity Production,Nuclear,2052.8304,GWh
Switzerland,12/1/2021,Net Electricity Production,Total Combustible Fuels,338.6191,GWh
Switzerland,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",0,GWh
Switzerland,12/1/2021,Net Electricity Production,Oil and Petroleum Products,2.6841,GWh
Switzerland,12/1/2021,Net Electricity Production,Natural Gas,44.6719,GWh
Switzerland,12/1/2021,Net Electricity Production,Combustible Renewables,184.8053,GWh
Switzerland,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,106.4579,GWh
Switzerland,12/1/2021,Net Electricity Production,Hydro,2649.4702,GWh
Switzerland,12/1/2021,Net Electricity Production,Wind,18.1958,GWh
Switzerland,12/1/2021,Net Electricity Production,Solar,39.155,GWh
Switzerland,12/1/2021,Net Electricity Production,Geothermal,0,GWh
Switzerland,12/1/2021,Net Electricity Production,Other Renewables,0,GWh
Switzerland,12/1/2021,Net Electricity Production,Not Specified,0,GWh
Switzerland,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2891.6262,GWh
Switzerland,12/1/2021,Total Imports,Electricity,3370.0604,GWh
Switzerland,12/1/2021,Total Exports,Electricity,1939.5248,GWh
Switzerland,12/1/2021,Used for pumped storage,Electricity,418.4038,GWh
Switzerland,12/1/2021,Distribution Losses,Electricity,449.2613,GWh
Switzerland,12/1/2021,Final Consumption (Calculated),Electricity,5661.141,GWh
Turkey,12/1/2021,Net Electricity Production,Electricity,27616.3118,GWh
Turkey,12/1/2021,Net Electricity Production,Nuclear,0,GWh
Turkey,12/1/2021,Net Electricity Production,Total Combustible Fuels,18924.1859,GWh
Turkey,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",9874.3041,GWh
Turkey,12/1/2021,Net Electricity Production,Oil and Petroleum Products,97.3217,GWh
Turkey,12/1/2021,Net Electricity Production,Natural Gas,8366.9067,GWh
Turkey,12/1/2021,Net Electricity Production,Combustible Renewables,584.0536,GWh
Turkey,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,1.5997,GWh
Turkey,12/1/2021,Net Electricity Production,Hydro,3651.056,GWh
Turkey,12/1/2021,Net Electricity Production,Wind,3491.4693,GWh
Turkey,12/1/2021,Net Electricity Production,Solar,615.0598,GWh
Turkey,12/1/2021,Net Electricity Production,Geothermal,828.0089,GWh
Turkey,12/1/2021,Net Electricity Production,Other Renewables,0,GWh
Turkey,12/1/2021,Net Electricity Production,Not Specified,106.5318,GWh
Turkey,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9169.6478,GWh
Turkey,12/1/2021,Total Imports,Electricity,367.7814,GWh
Turkey,12/1/2021,Total Exports,Electricity,330.5805,GWh
Turkey,12/1/2021,Used for pumped storage,Electricity,0,GWh
Turkey,12/1/2021,Distribution Losses,Electricity,2696.1285,GWh
Turkey,12/1/2021,Final Consumption (Calculated),Electricity,24957.3843,GWh
United Kingdom,12/1/2021,Net Electricity Production,Electricity,28150.327,GWh
United Kingdom,12/1/2021,Net Electricity Production,Nuclear,4096.8467,GWh
United Kingdom,12/1/2021,Net Electricity Production,Total Combustible Fuels,16121.3353,GWh
United Kingdom,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",890.8097,GWh
United Kingdom,12/1/2021,Net Electricity Production,Oil and Petroleum Products,147.555,GWh
United Kingdom,12/1/2021,Net Electricity Production,Natural Gas,11020.8778,GWh
United Kingdom,12/1/2021,Net Electricity Production,Combustible Renewables,3650.9486,GWh
United Kingdom,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,411.1443,GWh
United Kingdom,12/1/2021,Net Electricity Production,Hydro,901.3297,GWh
United Kingdom,12/1/2021,Net Electricity Production,Wind,6779.7406,GWh
United Kingdom,12/1/2021,Net Electricity Production,Solar,250.6187,GWh
United Kingdom,12/1/2021,Net Electricity Production,Geothermal,0,GWh
United Kingdom,12/1/2021,Net Electricity Production,Other Renewables,0.4559,GWh
United Kingdom,12/1/2021,Net Electricity Production,Not Specified,0,GWh
United Kingdom,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",11583.0935,GWh
United Kingdom,12/1/2021,Total Imports,Electricity,2147.0721,GWh
United Kingdom,12/1/2021,Total Exports,Electricity,661.7156,GWh
United Kingdom,12/1/2021,Used for pumped storage,Electricity,265.1829,GWh
United Kingdom,12/1/2021,Distribution Losses,Electricity,2685.8448,GWh
United Kingdom,12/1/2021,Final Consumption (Calculated),Electricity,26684.6558,GWh
United States,12/1/2021,Net Electricity Production,Electricity,343982.2699,GWh
United States,12/1/2021,Net Electricity Production,Nuclear,70685.2228,GWh
United States,12/1/2021,Net Electricity Production,Total Combustible Fuels,196546.2129,GWh
United States,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",62786.735,GWh
United States,12/1/2021,Net Electricity Production,Oil and Petroleum Products,3066.0747,GWh
United States,12/1/2021,Net Electricity Production,Natural Gas,125030.2946,GWh
United States,12/1/2021,Net Electricity Production,Combustible Renewables,4879.2938,GWh
United States,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,783.8148,GWh
United States,12/1/2021,Net Electricity Production,Hydro,25998.1906,GWh
United States,12/1/2021,Net Electricity Production,Wind,40743.0095,GWh
United States,12/1/2021,Net Electricity Production,Solar,8290.1999,GWh
United States,12/1/2021,Net Electricity Production,Geothermal,1421.7525,GWh
United States,12/1/2021,Net Electricity Production,Other Renewables,0,GWh
United States,12/1/2021,Net Electricity Production,Not Specified,297.6817,GWh
United States,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",81332.4463,GWh
United States,12/1/2021,Total Imports,Electricity,4111.234,GWh
United States,12/1/2021,Total Exports,Electricity,1013.753,GWh
United States,12/1/2021,Used for pumped storage,Electricity,1921.0155,GWh
United States,12/1/2021,Distribution Losses,Electricity,23711.6775,GWh
United States,12/1/2021,Final Consumption (Calculated),Electricity,321447.0579,GWh
Argentina,12/1/2021,Net Electricity Production,Electricity,13219.1797,GWh
Argentina,12/1/2021,Net Electricity Production,Nuclear,1030.7934,GWh
Argentina,12/1/2021,Net Electricity Production,Total Combustible Fuels,9263.3375,GWh
Argentina,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",240.2345,GWh
Argentina,12/1/2021,Net Electricity Production,Oil and Petroleum Products,1309.6775,GWh
Argentina,12/1/2021,Net Electricity Production,Natural Gas,7535.329,GWh
Argentina,12/1/2021,Net Electricity Production,Combustible Renewables,178.0965,GWh
Argentina,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,0,GWh
Argentina,12/1/2021,Net Electricity Production,Hydro,1580.2811,GWh
Argentina,12/1/2021,Net Electricity Production,Wind,1096.5491,GWh
Argentina,12/1/2021,Net Electricity Production,Solar,248.2187,GWh
Argentina,12/1/2021,Net Electricity Production,Geothermal,0,GWh
Argentina,12/1/2021,Net Electricity Production,Other Renewables,0,GWh
Argentina,12/1/2021,Net Electricity Production,Not Specified,0,GWh
Argentina,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3103.1454,GWh
Brazil,12/1/2021,Net Electricity Production,Electricity,54470.1057,GWh
Brazil,12/1/2021,Net Electricity Production,Nuclear,1395.076,GWh
Brazil,12/1/2021,Net Electricity Production,Total Combustible Fuels,11466.4306,GWh
Brazil,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",1578.0358,GWh
Brazil,12/1/2021,Net Electricity Production,Oil and Petroleum Products,903.9254,GWh
Brazil,12/1/2021,Net Electricity Production,Natural Gas,6965.5442,GWh
Brazil,12/1/2021,Net Electricity Production,Combustible Renewables,1850.7235,GWh
Brazil,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,168.2017,GWh
Brazil,12/1/2021,Net Electricity Production,Hydro,33935.3215,GWh
Brazil,12/1/2021,Net Electricity Production,Wind,6012.6327,GWh
Brazil,12/1/2021,Net Electricity Production,Solar,1660.6449,GWh
Brazil,12/1/2021,Net Electricity Production,Geothermal,0,GWh
Brazil,12/1/2021,Net Electricity Production,Other Renewables,0,GWh
Brazil,12/1/2021,Net Electricity Production,Not Specified,0,GWh
Brazil,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",43459.3226,GWh
Bulgaria,12/1/2021,Net Electricity Production,Electricity,4550.4282,GWh
Bulgaria,12/1/2021,Net Electricity Production,Nuclear,1534.7172,GWh
Bulgaria,12/1/2021,Net Electricity Production,Total Combustible Fuels,2297.1913,GWh
Bulgaria,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",1790.5294,GWh
Bulgaria,12/1/2021,Net Electricity Production,Oil and Petroleum Products,48.3742,GWh
Bulgaria,12/1/2021,Net Electricity Production,Natural Gas,246.2034,GWh
Bulgaria,12/1/2021,Net Electricity Production,Combustible Renewables,212.0843,GWh
Bulgaria,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,0,GWh
Bulgaria,12/1/2021,Net Electricity Production,Hydro,454.096,GWh
Bulgaria,12/1/2021,Net Electricity Production,Wind,206.2608,GWh
Bulgaria,12/1/2021,Net Electricity Production,Solar,54.7628,GWh
Bulgaria,12/1/2021,Net Electricity Production,Geothermal,0,GWh
Bulgaria,12/1/2021,Net Electricity Production,Other Renewables,0,GWh
Bulgaria,12/1/2021,Net Electricity Production,Not Specified,3.4001,GWh
Bulgaria,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",927.2039,GWh
China,12/1/2021,Net Electricity Production,Electricity,720718.4658,GWh
China,12/1/2021,Net Electricity Production,Nuclear,35042.7216,GWh
China,12/1/2021,Net Electricity Production,Total Combustible Fuels,517116.6698,GWh
China,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",479415.4953,GWh
China,12/1/2021,Net Electricity Production,Oil and Petroleum Products,1115.8936,GWh
China,12/1/2021,Net Electricity Production,Natural Gas,22857.5852,GWh
China,12/1/2021,Net Electricity Production,Combustible Renewables,12900.8804,GWh
China,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,826.8153,GWh
China,12/1/2021,Net Electricity Production,Hydro,77364.5913,GWh
China,12/1/2021,Net Electricity Production,Wind,64678.6606,GWh
China,12/1/2021,Net Electricity Production,Solar,26505.4281,GWh
China,12/1/2021,Net Electricity Production,Geothermal,9.4176,GWh
China,12/1/2021,Net Electricity Production,Other Renewables,0.9769,GWh
China,12/1/2021,Net Electricity Production,Not Specified,0,GWh
China,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",181459.9548,GWh
Croatia,12/1/2021,Net Electricity Production,Electricity,1649.7093,GWh
Croatia,12/1/2021,Net Electricity Production,Nuclear,0,GWh
Croatia,12/1/2021,Net Electricity Production,Total Combustible Fuels,428.8461,GWh
Croatia,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",117.0582,GWh
Croatia,12/1/2021,Net Electricity Production,Oil and Petroleum Products,0,GWh
Croatia,12/1/2021,Net Electricity Production,Natural Gas,217.7531,GWh
Croatia,12/1/2021,Net Electricity Production,Combustible Renewables,94.0348,GWh
Croatia,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,0,GWh
Croatia,12/1/2021,Net Electricity Production,Hydro,957.7551,GWh
Croatia,12/1/2021,Net Electricity Production,Wind,251.3034,GWh
Croatia,12/1/2021,Net Electricity Production,Solar,4.5617,GWh
Croatia,12/1/2021,Net Electricity Production,Geothermal,7.243,GWh
Croatia,12/1/2021,Net Electricity Production,Other Renewables,0,GWh
Croatia,12/1/2021,Net Electricity Production,Not Specified,0,GWh
Croatia,12/1/2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1314.898,GWh
Cyprus,12/1/2021,Net Electricity Production,Electricity,399.862,GWh
Cyprus,12/1/2021,Net Electricity Production,Nuclear,0,GWh
Cyprus,12/1/2021,Net Electricity Production,Total Combustible Fuels,353.7942,GWh
Cyprus,12/1/2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",0,GWh
Cyprus,12/1/2021,Net Electricity Production,Oil and Petroleum Products,348.9266,GWh
Cyprus,12/1/2021,Net Electricity Production,Natural Gas,0,GWh
Cyprus,12/1/2021,Net Electricity Production,Combustible Renewables,4.8676,GWh
Cyprus,12/1/2021,Net Electricity Production,Other Combustible Non-Renewables,0,GWh
